m1,k1
1.3251884080457927,2.0763695923223744
2.3251884080457925,1.823036258989041
0.8251884080457927,1.9497029256557077
1.8251884080457927,2.0341473701001522
1.0751884080457927,1.7808140367668188
2.0751884080457925,1.9074807034334855
0.5751884080457927,1.9919251478779298
1.5751884080457927,1.7385918145445967
1.4501884080457927,1.8652584812112631
2.4501884080457925,2.0904436663964483
0.9501884080457927,1.837110333063115
1.9501884080457927,1.9637769997297818
1.2001884080457927,2.048221444174226
2.2001884080457925,1.794888110840893
0.7001884080457927,1.9215547775075597
1.7001884080457927,2.005999221952004
1.2626884080457927,1.7526658886186708
2.2626884080457925,1.8793325552853373
0.7626884080457927,2.1045177404705226
1.7626884080457927,1.8511844071371892
1.0126884080457927,1.9778510738038557
2.0126884080457925,2.0622955182483
0.5126884080457927,1.8089621849149669
1.5126884080457927,1.9356288515816336
1.3876884080457927,2.020073296026078
2.3876884080457925,1.7667399626927447
0.8876884080457927,1.8934066293594114
1.8876884080457927,2.081060950347066
1.1376884080457927,1.8277276170137324
2.1376884080457925,1.9543942836803991
0.6376884080457927,2.0388387281248432
1.6376884080457927,1.7855053947915103
1.3564384080457927,1.9121720614581768
2.3564384080457925,1.9966165059026213
0.8564384080457927,1.7432831725692879
1.8564384080457927,1.8699498392359546
1.1064384080457927,2.0951350244211397
2.1064384080457925,1.8418016910878066
0.6064384080457927,1.968468357754473
1.6064384080457927,2.0529128021989176
1.4814384080457927,1.7995794688655842
2.4814384080457925,1.9262461355322509
0.9814384080457927,2.0106905799766954
1.9814384080457927,1.757357246643362
1.2314384080457927,1.8840239133100287
2.2314384080457925,2.1092090984952137
0.7314384080457927,1.8558757651618805
1.7314384080457927,1.9825424318285472
1.2939384080457927,2.0669868762729915
2.2939384080457925,1.8136535429396583
0.7939384080457927,1.940320209606325
1.7939384080457927,2.0247646540507693
1.0439384080457927,1.7714313207174361
2.0439384080457925,1.8980979873841028
0.5439384080457927,2.071678234297683
1.5439384080457927,1.8183449009643498
1.4189384080457927,1.9450115676310165
2.4189384080457925,2.029456012075461
0.9189384080457927,1.7761226787421274
1.9189384080457927,1.902789345408794
1.1689384080457927,1.9872337898532386
2.1689384080457925,1.7339004565199052
0.6689384080457927,1.860567123186572
1.6689384080457927,2.085752308371757
1.3408134080457927,1.8324189750384237
2.3408134080457925,1.9590856417050904
0.8408134080457927,2.0435300861495347
1.8408134080457927,1.7901967528162015
1.0908134080457927,1.9168634194828682
2.0908134080457925,2.0013078639273125
0.5908134080457927,1.7479745305939793
1.5908134080457927,1.874641197260646
1.4658134080457927,2.099826382445831
2.4658134080457925,1.8464930491124978
0.9658134080457927,1.9731597157791645
1.9658134080457927,2.057604160223609
1.2158134080457927,1.8042708268902756
2.2158134080457925,1.9309374935569423
0.7158134080457927,2.0153819380013864
1.7158134080457927,1.7620486046680535
