t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9
-0.006298575391489688,0.3693924114295988,0.6908808648836933,0.9117842811665507,1.0002319867406755,0.9434632556882572,0.7496683538048816,0.4468068941879195,0.07857398517459185,-0.3019038484107916
0.008333898286654144,0.35894637491043263,0.6636883098622828,0.8826903928398429,0.9873006366970858,0.9638329096785998,0.8153574885769076,0.5612993751959537,0.23489692827628372,-0.12114670257538068
0.004396882976030329,0.3769385318714938,0.6959191763832933,0.9154783771494003,1.0040497003238986,0.9488990823654865,0.7579556299901249,0.45867163778026043,0.09407572083500963,-0.2834134890935296
0.007824644023023096,0.3644722956520651,0.6760606303369411,0.9032231824229882,1.0172599467775851,1.0037633738630567,0.8644386378305233,0.6168882026535378,0.2923879044895971,-0.06806447715354602
-0.0039186066180628525,0.32038047761502625,0.6113067735966083,0.8389218012487987,0.9798022809818291,1.0194505634112756,0.9537865453287585,0.7895675426742637,0.5436929124577639,0.2414649832073746
-0.004218746713318939,0.36869981106229444,0.6877187666868483,0.9067288707591467,0.9940756045366236,0.937134350387261,0.7441350847513301,0.4429728625042774,0.07717601878412637,-0.3003851777310681
-0.015651085529997617,0.32446144979824376,0.6242573462843398,0.8481990637628797,0.9697407492956336,0.974474959078272,0.8618405040742739,0.645188972866505,0.350202046166532,0.011847213118615457
0.0033912964535980266,0.36452786167823426,0.6770966336725421,0.8990615049074091,1.0005713193144214,0.9679744333002418,0.8056546699731851,0.5354417565378633,0.1936755327436189,-0.1736812469041323
0.005846239123354359,0.3740461006950354,0.6909738766222281,0.9124971546843132,1.007768665041034,0.963521783914644,0.7859179201360162,0.49968853469913294,0.14469126769501892,-0.22964026566609583
0.00698884599755764,0.36352523398811565,0.6739615632216973,0.8981585000986495,1.0071274411796078,0.9867787317877248,0.8397434545563363,0.5850332311544619,0.2555820247352261,-0.1060122126127169
-0.006047930008164789,0.328210754006384,0.6249136554907895,0.8507245884995404,0.9802724656127021,0.9990018777032172,0.9048084733779047,0.7082753943105387,0.4314842016704088,0.1055338925342798
0.020286242843888202,0.38803997606979546,0.7039789555655211,0.9235888802178259,1.015927755059733,0.9679854713489436,0.7865168690756504,0.49709001210169573,0.14048376944210533,-0.2330577336294788
0.003939633429927562,0.36018997161683275,0.6714996099252193,0.898597082408668,1.0128342215847543,0.9998001022237045,0.8611389682281827,0.614342812558595,0.2905447760831484,-0.06940827364834475
0.010492589827948987,0.3441429482503142,0.6389337118986496,0.8605311858455253,0.9831263522878692,0.9924407956060178,0.8873896810807747,0.6802081034391877,0.3950260896647875,0.06505822266560811
-0.02118242744089644,0.2945337473277036,0.5769353247689606,0.7962230877728943,0.9292576342209904,0.9620010633031544,0.890998264885139,0.7237415052093834,0.4778798375844734,0.17935676161462283
0.007234005866927605,0.32420995714870937,0.6086246982385133,0.831261854427555,0.9692511252722176,1.0084176257881934,0.9447379950529018,0.7847536941233557,0.5448990374291462,0.24981298530957688
0.0019444415200959913,0.34107409207001577,0.6401339273084639,0.8637885752157651,0.9856121528864714,0.9912106129409674,0.8799224701329805,0.6648969590441575,0.3715403881544923,0.03451426110100025
0.003245029031696375,0.34929292228345227,0.6527243730186564,0.8761712329834397,0.9921156052366833,0.9862787244062965,0.8593794132368617,0.6270455582299386,0.3178895063167883,-0.030015598952439642
0.0030476729848170825,0.3139170681471684,0.5938435352105341,0.8149641044579331,0.955269153900505,1.0007931754361776,0.9470048560856872,0.7992581101427141,0.5722591679654606,0.28860276565738974
-0.0035595713542663694,0.3161981096381205,0.6023448670652891,0.8248027470139178,0.960188371245121,0.9942708513757276,0.9234676506828426,0.7552211579130811,0.5072163900175608,0.20552205399864593
-0.004790420820800972,0.3080737832158571,0.5892994949032424,0.8104476745147211,0.9491546419027445,0.9913936107815194,0.9328931519607779,0.7795691429840309,0.5469265231264734,0.25849135146904734
0.00669145949195963,0.3682853254195043,0.6807682643583489,0.901699493304406,1.0010725921364128,0.9653909132028362,0.7995006679416005,0.5259327245195747,0.18184251216779557,-0.18603635195740884
-0.004450772845116662,0.3527615186152811,0.6627880746372066,0.8846761301532987,0.9891155204944337,0.9623103893594614,0.8078015438716682,0.5459987338643657,0.21148463867243597,-0.15155331038244127
0.022948756327949956,0.39170971919097747,0.708575276270107,0.9289532165680204,1.021829946485257,0.9741350055546469,0.7925804608404923,0.5027163236474099,0.14533491891414876,-0.22926978277666993
-0.001797741587637279,0.3104561317398,0.5911919215922915,0.8120728968199972,0.9508039135994999,0.9933818285243596,0.935508939015292,0.7830267820980692,0.5513265050431604,0.2637953235016162
-0.005840015646017658,0.3111918495541036,0.5964080157311723,0.8211856449446848,0.962967202185792,1.007524214397518,0.9503851673710311,0.7972842440772171,0.5635858713461452,0.27274282445103704
-0.01344929754351363,0.3226341651625915,0.6204192660746073,0.8459719298893674,0.9735893223976441,0.9887288147234239,0.8896651873340263,0.6876872272820641,0.4058113154576216,0.07615859690356468
-0.005965223414636127,0.3266652309575622,0.6214432344440789,0.8448238432417007,0.9713869449939557,0.9867299991936651,0.8891070075478379,0.6896272038864347,0.4109908532378939,0.0849060227357431
0.007872567273281122,0.3413441425884326,0.637259232779849,0.8622910672759767,0.9910959425343668,1.009167499573944,0.9144704699839653,0.7176698934449398,0.44092999165445956,0.11541797277686595
-0.008046563866008766,0.34482686403780977,0.6528008135045053,0.876688798361351,0.9880033980390923,0.9725809859431807,0.8323839038216545,0.5852507741603602,0.2626267207597519,-0.094437696651127
0.013023719692904766,0.3817560874279115,0.698472952770657,0.9184964183938734,1.0107887124502497,0.9623305546640523,0.7799577306695497,0.4893967968877032,0.13163594494124758,-0.24285702771393403
0.0016005182545156182,0.371354596974943,0.6878492019747414,0.9054963679878056,0.9929461405829184,0.9376022317582751,0.7474363925432179,0.44984015990546605,0.08767937263814021,-0.28688023521505085
0.007195954575548074,0.32953596897818943,0.6176983173664741,0.8411291868066301,0.9761382338978403,1.0084104685233757,0.9345240702225889,0.762313203329088,0.5100373616374502,0.20444531686565875
0.003720400625927659,0.32312970432223487,0.6071185188929167,0.8241942653745749,0.9502846045187533,0.9714069082841938,0.8852188456173737,0.701278132280234,0.43998264009779997,0.13030840086475826
-0.005540760657728393,0.37206222638720504,0.6947302953984574,0.9155206399593251,1.0023119583396494,0.9424775655691371,0.7447223648800604,0.4378164299034727,0.06640944022462364,-0.31546510009229467
0.009440389293242155,0.3699506726448462,0.6821902743821955,0.9043517368574714,1.006688654164015,0.9754985801281332,0.8149577233154011,0.5465617717634583,0.20624771845755957,-0.16041793801794266
-0.006569285068063843,0.3643744647714029,0.6827623002114578,0.903484514369472,0.9952688245924624,0.9451110803768119,0.7601177125832806,0.46649888274289164,0.10585498469925375,-0.2707173669195279
-0.0012507466355284442,0.3732212242181526,0.6933330634232303,0.9126158144866597,0.9992373507237615,0.9406232781078783,0.7452822940899743,0.4415710246235844,0.07357764152493358,-0.3052781861571732
