a,b,c
1.0074263333671172,1.094795494130709,-0.006298575391489687
0.9855875096235114,1.0419388851985414,0.008333898286654142
1.0006599732630714,1.0928641962974657,0.004396882976030329
1.0196146536182202,1.0237134846241258,0.007824644023023096
1.0241933983804834,0.9229879131732095,-0.0039186066180628525
0.9991249400940311,1.0957947531714445,-0.004218746713318939
1.0028227728613262,0.9912705636293131,-0.015651085529997614
1.0017500590860118,1.0565626758450488,0.0033912964535980257
1.004336240041771,1.0753353924041795,0.005846239123354359
1.0079529852463884,1.0357607259273225,0.0069888459975576385
1.0115150779929065,0.9648151284792122,-0.006047930008164788
0.9974603201781774,1.0817427140820652,0.020286242843888202
1.0192285105840577,1.022926716488295,0.003939633429927561
0.9922127701994113,0.98248606785893,0.010492589827948987
0.9849932648970345,0.9347375918947877,-0.021182427440896434
1.0019329203847482,0.9221601847676683,0.007234005866927605
1.001499797324498,0.9896464044205219,0.001944441520095991
1.0016276821249128,1.0105719256473262,0.0032450290316963742
0.9978336567161733,0.9076161136711262,0.003047672984817082
0.999479430506382,0.9329171161934211,-0.0035595713542663685
0.9965206040483757,0.914891758776283,-0.004790420820800971
0.9982601175177502,1.0618424090574143,0.006691459491959628
0.999485018095227,1.0470191220896097,-0.004450772845116661
1.0007608763315836,1.0810971051796803,0.02294875632794995
0.995478169383417,0.9140338551031423,-0.001797741587637279
1.0135638021297426,0.9113702263189751,-0.005840015646017656
1.0100821446129664,0.971724453192507,-0.01344929754351363
1.0003760434309026,0.9710457447971947,-0.005965223414636127
1.0079695503138495,0.9659731280172122,0.007872567273281122
1.0053735801137786,1.027385945658217,-0.008046563866008764
0.999532223647226,1.082404874781132,0.013023719692904761
0.9922812269341528,1.09389640693954,0.0016005182545156176
1.0033069434504134,0.9370102182000758,0.007195954575548074
0.9727453343809821,0.9584589954851792,0.003720400625927659
1.0084953951904012,1.099430051361685,-0.005540760657728392
1.0021390093959712,1.0542139089422382,0.009440389293242155
1.0034188463703697,1.0847937733743878,-0.006569285068063842
1.0011884014548271,1.0982108835868631,-0.001250746635528444
0.9900730506307746,0.9823400591515408,0.010464030933404252
0.9975618097875053,1.080189566931468,-0.017451543364077556
0.9943809425888848,1.0076299898454588,0.0008915873187502909
0.9995318240801231,0.9603219442299941,-0.009637674026023887
0.9831817151495351,0.9594159435293306,0.0051907215723140535
0.9944285999759984,0.9761617046225723,-0.011758332957893353
1.0053116301773835,1.0274992134288454,-0.00781483146590263
1.0103605118706085,1.07374857252569,-0.0020009405146474597
0.9960400053008068,1.0555901467267441,-0.000363878749557611
0.9864009535100744,0.9449227129886105,0.034376082351770004
0.9964396165656093,0.9011276542977124,0.0008717772708372927
1.0106393519832828,0.9616562246229681,0.004148653973822383
1.0078503708902073,1.0590049347161772,-0.0015586226668493999
1.0024859318270583,1.083760543318455,0.012922095728399452
1.008077880059525,0.9382423933895493,0.0065048768174732294
1.0105328299767422,1.0080696847298323,-0.0085225851948911
1.0125029991733945,0.9779926105614025,0.0051817835647241465
1.0071724818779513,1.034529979463307,-0.0019468124364691896
0.9853756904165158,1.0008694988675817,0.0014738361622256882
1.014766814378325,1.061004981798165,0.002196940038634981
0.9844157087436171,1.0067459466584399,-0.0021399659941042054
1.0089053311546563,1.0201747108622958,0.007516017398976359
0.9967881612526421,0.961971502030114,-0.004963387604551259
0.9937951942068309,1.0381772389038262,0.008683590918284497
0.9962162778709523,1.0466673415189427,-0.0051009004376280165
0.9859538327193457,1.0687279145429214,0.009393981221217228
1.0044845224778545,1.0339592401125954,0.006430460334840175
