COEF_VERT,COEF_G,FACADE,FOUNDATION,WEIGHT
0.5,1.0,1.0,7.0,0.8
1.0,1.6666666666666665,1.1,7.428571428571429,0.8363636363636364
0.75,2.333333333333333,1.2,7.857142857142857,0.8727272727272728
1.25,1.2222222222222223,1.3,8.285714285714285,0.9090909090909091
0.625,1.8888888888888888,1.4,8.714285714285714,0.9454545454545454
1.125,2.5555555555555554,1.02,9.142857142857142,0.9818181818181818
0.875,1.4444444444444444,1.12,9.571428571428571,1.018181818181818
1.375,2.111111111111111,1.22,7.061224489795919,1.0545454545454545
0.5625,2.7777777777777777,1.32,7.489795918367347,1.0909090909090908
1.0625,1.074074074074074,1.42,7.918367346938775,1.1272727272727272
0.8125,1.7407407407407407,1.04,8.346938775510203,1.1636363636363636
1.3125,2.4074074074074074,1.1400000000000001,8.775510204081632,0.803305785123967
0.6875,1.2962962962962963,1.24,9.204081632653061,0.8396694214876034
1.1875,1.9629629629629628,1.34,9.63265306122449,0.8760330578512396
0.9375,2.6296296296296293,1.44,7.122448979591836,0.912396694214876
1.4375,1.5185185185185186,1.06,7.551020408163265,0.9487603305785124
0.53125,2.185185185185185,1.16,7.979591836734694,0.9851239669421488
1.03125,2.8518518518518516,1.26,8.408163265306122,1.0214876033057851
0.78125,1.1481481481481481,1.36,8.83673469387755,1.0578512396694215
1.28125,1.8148148148148149,1.46,9.26530612244898,1.094214876033058
0.65625,2.4814814814814814,1.08,9.693877551020408,1.1305785123966943
1.15625,1.3703703703703702,1.18,7.183673469387755,1.1669421487603306
0.90625,2.037037037037037,1.28,7.612244897959184,0.806611570247934
1.40625,2.7037037037037033,1.3800000000000001,8.040816326530612,0.8429752066115703
0.59375,1.5925925925925926,1.48,8.46938775510204,0.8793388429752067
1.09375,2.2592592592592595,1.004,8.89795918367347,0.915702479338843
0.84375,2.9259259259259256,1.104,9.326530612244898,0.9520661157024793
1.34375,1.0246913580246915,1.204,9.755102040816325,0.9884297520661157
0.71875,1.691358024691358,1.304,7.244897959183674,1.024793388429752
1.21875,2.3580246913580245,1.404,7.673469387755102,1.0611570247933884
0.96875,1.2469135802469136,1.024,8.10204081632653,1.0975206611570247
1.46875,1.9135802469135803,1.124,8.53061224489796,1.133884297520661
0.515625,2.580246913580247,1.224,8.959183673469388,1.1702479338842975
1.015625,1.4691358024691357,1.324,9.387755102040817,0.8099173553719009
0.765625,2.1358024691358026,1.424,9.816326530612244,0.8462809917355372
1.265625,2.802469135802469,1.044,7.3061224489795915,0.8826446280991735
0.640625,1.0987654320987654,1.1440000000000001,7.73469387755102,0.9190082644628099
1.140625,1.765432098765432,1.244,8.16326530612245,0.9553719008264463
0.890625,2.432098765432099,1.344,8.591836734693878,0.9917355371900827
1.390625,1.3209876543209877,1.444,9.020408163265305,1.028099173553719
0.578125,1.9876543209876543,1.064,9.448979591836734,1.0644628099173554
1.078125,2.654320987654321,1.164,9.877551020408163,1.1008264462809918
0.828125,1.5432098765432098,1.264,7.36734693877551,1.1371900826446282
1.328125,2.2098765432098766,1.364,7.795918367346939,1.1735537190082646
0.703125,2.876543209876543,1.464,8.224489795918368,0.8132231404958679
1.203125,1.1728395061728394,1.084,8.653061224489797,0.8495867768595041
0.953125,1.8395061728395061,1.184,9.081632653061224,0.8859504132231405
