COEF_VERT,COEF_G,FACADE,FOUNDATION,WEIGHT
0.5,1.0,1.0,7.0,0.8
1.0,1.6666666666666663,1.1,7.428571428571429,0.8363636363636364
0.75,2.333333333333333,1.2,7.857142857142857,0.8727272727272728
0.625,1.8888888888888888,1.4,8.714285714285714,0.9454545454545454
0.875,1.4444444444444444,1.12,9.571428571428571,1.018181818181818
0.5625,2.7777777777777777,1.32,7.489795918367347,1.0909090909090908
0.8125,1.7407407407407407,1.04,8.346938775510203,1.1636363636363636
0.6875,1.2962962962962965,1.24,9.20408163265306,0.8396694214876034
0.9375,2.6296296296296293,1.44,7.122448979591836,0.912396694214876
0.53125,2.185185185185185,1.16,7.979591836734694,0.9851239669421488
0.78125,1.148148148148148,1.36,8.83673469387755,1.0578512396694215
0.65625,2.4814814814814814,1.08,9.693877551020408,1.1305785123966945
0.90625,2.037037037037037,1.28,7.612244897959184,0.806611570247934
0.59375,1.5925925925925926,1.48,8.46938775510204,0.8793388429752067
0.84375,2.9259259259259256,1.104,9.326530612244898,0.9520661157024792
0.71875,1.691358024691358,1.304,7.244897959183674,1.024793388429752
0.96875,1.2469135802469136,1.024,8.10204081632653,1.0975206611570247
0.515625,2.580246913580247,1.224,8.959183673469388,1.1702479338842977
0.765625,2.135802469135802,1.424,9.816326530612244,0.8462809917355372
0.640625,1.0987654320987654,1.144,7.73469387755102,0.91900826446281
0.890625,2.432098765432099,1.344,8.591836734693878,0.9917355371900828
0.578125,1.9876543209876545,1.064,9.448979591836734,1.0644628099173554
0.828125,1.5432098765432098,1.264,7.36734693877551,1.1371900826446282
0.703125,2.876543209876543,1.464,8.224489795918368,0.8132231404958679
0.953125,1.839506172839506,1.184,9.081632653061224,0.8859504132231405
0.546875,1.3950617283950617,1.384,9.93877551020408,0.9586776859504132
0.796875,2.7283950617283947,1.008,7.437317784256559,1.031404958677686
0.671875,2.2839506172839505,1.208,8.294460641399416,1.1041322314049586
0.921875,1.0493827160493827,1.408,9.151603498542274,1.1768595041322314
0.609375,2.382716049382716,1.128,7.069970845481049,0.8528925619834711
0.859375,1.938271604938272,1.328,7.927113702623907,0.9256198347107438
0.734375,1.4938271604938271,1.048,8.784256559766764,0.9983471074380166
0.984375,2.8271604938271606,1.248,9.64139941690962,1.071074380165289
0.5078125,1.7901234567901234,1.448,7.559766763848397,1.143801652892562
0.7578125,1.345679012345679,1.168,8.416909620991254,0.8198347107438017
0.6328125,2.679012345679012,1.368,9.274052478134111,0.8925619834710744
0.8828125,2.234567901234568,1.088,7.192419825072887,0.9652892561983472
0.5703125,1.1975308641975309,1.288,8.049562682215743,1.0380165289256198
0.8203125,2.530864197530864,1.488,8.906705539358601,1.1107438016528923
0.6953125,2.08641975308642,1.112,9.763848396501457,1.1834710743801653
0.9453125,1.6419753086419753,1.312,7.682215743440233,0.859504132231405
0.5390625,2.9753086419753085,1.032,8.53935860058309,0.9322314049586776
0.7890625,1.6748971193415638,1.232,9.396501457725948,1.0049586776859505
0.6640625,1.2304526748971194,1.432,7.314868804664723,1.077685950413223
0.9140625,2.563786008230452,1.152,8.17201166180758,1.1504132231404958
0.6015625,2.1193415637860085,1.352,9.029154518950438,0.8264462809917356
0.8515625,1.0823045267489713,1.072,9.886297376093294,0.8991735537190083
0.7265625,2.4156378600823043,1.272,7.80466472303207,0.971900826446281
0.9765625,1.97119341563786,1.472,8.661807580174926,1.0446280991735537
0.5234375,1.5267489711934157,1.192,9.518950437317784,1.1173553719008265
0.7734375,2.860082304526749,1.392,7.017492711370262,1.1900826446280992
0.6484375,1.823045267489712,1.016,7.87463556851312,0.8661157024793389
0.8984375,1.3786008230452675,1.216,8.731778425655977,0.9388429752066116
0.5859375,2.7119341563786006,1.416,9.588921282798834,1.0115702479338844
0.8359375,2.2674897119341564,1.136,7.50728862973761,1.084297520661157
0.7109375,1.0329218106995883,1.336,8.364431486880466,1.1570247933884297
0.9609375,2.3662551440329214,1.056,9.221574344023324,0.8330578512396695
0.5546875,1.9218106995884767,1.256,7.139941690962099,0.9057851239669422
0.8046875,1.477366255144033,1.456,7.997084548104956,0.9785123966942147
0.6796875,2.810699588477366,1.176,8.854227405247814,1.0512396694214876
0.9296875,1.7736625514403292,1.376,9.71137026239067,1.1239669421487604
0.6171875,1.3292181069958848,1.096,7.629737609329446,1.196694214876033
0.8671875,2.662551440329218,1.296,8.486880466472304,0.836664162283997
0.7421875,2.218106995884773,1.496,9.34402332361516,0.9093914350112696
0.9921875,1.1810699588477367,1.1008,7.262390670553936,0.9821187077385424
0.50390625,2.51440329218107,1.3008000000000002,8.119533527696793,1.0548459804658152
0.75390625,2.069958847736625,1.0208,8.97667638483965,1.127573253193088
0.62890625,1.6255144032921809,1.2208,9.833819241982509,0.8036063110443277
0.87890625,2.958847736625514,1.4208,7.752186588921282,0.8763335837716003
0.56640625,1.7242798353909463,1.1408,8.60932944606414,0.9490608564988732
0.81640625,1.279835390946502,1.3408,9.466472303206997,1.0217881292261457
0.69140625,2.613168724279835,1.0608,7.384839650145772,1.0945154019534185
0.94140625,2.168724279835391,1.2608,8.241982507288629,1.1672426746806912
0.53515625,1.131687242798354,1.4608,9.099125364431488,0.8432757325319309
0.78515625,2.4650205761316872,1.1808,9.956268221574344,0.9160030052592036
0.66015625,2.0205761316872426,1.3808,7.454810495626822,0.9887302779864764
0.91015625,1.5761316872427984,1.0048,8.31195335276968,1.0614575507137491
0.59765625,2.9094650205761314,1.2048,9.169096209912537,1.134184823441022
0.84765625,1.872427983539095,1.4048,7.087463556851312,0.8102178812922615
0.72265625,1.4279835390946505,1.1248,7.944606413994169,0.8829451540195342
0.97265625,2.761316872427983,1.3248000000000002,8.801749271137027,0.955672426746807
0.51953125,2.3168724279835398,1.0448,9.658892128279884,1.0283996994740796
0.76953125,1.0164609053497942,1.2448,7.577259475218659,1.1011269722013524
0.64453125,2.349794238683128,1.4448,8.434402332361516,1.1738542449286251
0.89453125,1.905349794238683,1.1648,9.291545189504372,0.8498873027798648
0.58203125,1.4609053497942386,1.3648,7.209912536443149,0.9226145755071375
0.83203125,2.794238683127572,1.0848,8.067055393586006,0.9953418482344104
0.70703125,1.757201646090535,1.2848000000000002,8.924198250728862,1.0680691209616828
0.95703125,1.3127572016460904,1.4848,9.78134110787172,1.1407963936889556
0.55078125,2.6460905349794235,1.1088,7.699708454810495,0.8168294515401954
0.80078125,2.2016460905349797,1.3088000000000002,8.556851311953352,0.8895567242674681
0.67578125,1.1646090534979423,1.0288,9.41399416909621,0.9622839969947408
0.92578125,2.497942386831276,1.2288,7.332361516034985,1.0350112697220135
0.61328125,2.053497942386831,1.4288,8.189504373177842,1.1077385424492865
0.86328125,1.6090534979423867,1.1488,9.0466472303207,1.180465815176559
0.73828125,2.94238683127572,1.3488,9.903790087463555,0.8564988730277987
0.98828125,1.7078189300411522,1.0688,7.822157434402333,0.9292261457550712
0.51171875,1.2633744855967075,1.2688,8.67930029154519,1.0019534184823442
0.76171875,2.596707818930041,1.4688,9.536443148688049,1.0746806912096167
0.63671875,2.152263374485597,1.1888,7.034985422740525,1.1474079639368897
0.88671875,1.1152263374485596,1.3888,7.892128279883382,0.8234410217881293
0.57421875,2.448559670781893,1.0128,8.74927113702624,0.8961682945154019
0.82421875,2.0041152263374484,1.2128,9.606413994169095,0.9688955672426748
0.69921875,1.5596707818930042,1.4128,7.524781341107872,1.0416228399699474
0.94921875,2.8930041152263373,1.1328,8.38192419825073,1.1143501126972202
0.54296875,1.8559670781893003,1.3328000000000002,9.239067055393583,1.187077385424493
0.79296875,1.411522633744856,1.0528,7.1574344023323615,0.8631104432757326
0.66796875,2.744855967078189,1.2528,8.01457725947522,0.9358377160030052
0.91796875,2.3004115226337447,1.4528,8.871720116618075,1.008564988730278
0.60546875,1.0658436213991769,1.1728,9.728862973760933,1.0812922614575506
0.85546875,2.39917695473251,1.3728,7.647230320699709,1.1540195341848234
0.73046875,1.954732510288066,1.0928,8.504373177842565,0.8300525920360632
0.98046875,1.5102880658436213,1.2928000000000002,9.361516034985424,0.9027798647633358
0.52734375,2.8436213991769543,1.4928,7.279883381924198,0.9755071374906086
0.77734375,1.8065843621399176,1.1168,8.137026239067055,1.048234410217881
0.65234375,1.3621399176954732,1.3168000000000002,8.994169096209912,1.120961682945154
0.90234375,2.6954732510288064,1.0368,9.85131195335277,1.1936889556724268
0.58984375,2.2510288065843618,1.2368,7.769679300291545,0.8697220135236664
0.83984375,1.213991769547325,1.4368,8.626822157434402,0.9424492862509392
0.71484375,2.5473251028806585,1.1568,9.483965014577258,1.0151765589782118
0.96484375,2.102880658436214,1.3568,7.402332361516035,1.0879038317054843
0.55859375,1.6584362139917697,1.0768,8.259475218658892,1.1606311044327573
0.80859375,2.9917695473251027,1.2768000000000002,9.11661807580175,0.8006010518407213
0.68359375,1.6694101508916324,1.4768,9.973760932944607,0.873328324567994
0.93359375,1.224965706447188,1.1968,7.4723032069970845,0.9460555972952668
0.62109375,2.558299039780521,1.3968,8.329446064139942,1.0187828700225394
0.87109375,2.113854595336077,1.0016,9.186588921282798,1.0915101427498122
0.74609375,1.0768175582990398,1.2016,7.104956268221574,1.164237415477085
0.99609375,2.410150891632373,1.4016,7.962099125364432,0.8402704733283246
0.501953125,1.9657064471879289,1.1216,8.81924198250729,0.9129977460555972
0.751953125,1.5212620027434842,1.3216,9.676384839650146,0.98572501878287
0.626953125,2.8545953360768173,1.0416,7.594752186588921,1.0584522915101426
0.876953125,1.8175582990397805,1.2416,8.451895043731778,1.1311795642374154
0.564453125,1.373113854595336,1.4416,9.309037900874635,0.8072126220886552
0.814453125,2.706447187928669,1.1616,7.227405247813411,0.8799398948159279
0.689453125,2.262002743484225,1.3616,8.084548104956268,0.9526671675432006
0.939453125,1.027434842249657,1.0816,8.941690962099125,1.025394440270473
0.533203125,2.36076817558299,1.2816,9.798833819241985,1.098121712997746
0.783203125,1.916323731138546,1.4816,7.717201166180758,1.1708489857250188
0.658203125,1.4718792866941015,1.1056,8.574344023323615,0.8468820435762585
0.908203125,2.8052126200274348,1.3056,9.431486880466473,0.9196093163035312
0.595703125,1.7681755829903978,1.0256,7.349854227405248,0.992336589030804
0.845703125,1.3237311385459534,1.2256,8.206997084548105,1.0650638617580763
0.720703125,2.6570644718792864,1.4256,9.064139941690962,1.1377911344853493
0.970703125,2.212620027434842,1.1456,9.921282798833818,0.8138241923365891
0.517578125,1.1755829903978052,1.3456,7.839650145772595,0.8865514650638617
0.767578125,2.5089163237311385,1.0656,8.696793002915452,0.9592787377911344
0.642578125,2.064471879286694,1.2656,9.55393586005831,1.0320060105184072
0.892578125,1.6200274348422496,1.4656,7.052478134110787,1.10473328324568
0.580078125,2.9533607681755827,1.1856,7.909620991253644,1.1774605559729523
0.830078125,1.718792866941015,1.3856000000000002,8.7667638483965,0.8534936138241924
0.705078125,1.2743484224965709,1.0096,9.623906705539358,0.9262208865514652
0.955078125,2.607681755829904,1.2096,7.542274052478134,0.9989481592787378
0.548828125,2.1632373113854597,1.4096,8.39941690962099,1.0716754320060105
0.798828125,1.1262002743484223,1.1296,9.256559766763848,1.1444027047332832
0.673828125,2.459533607681756,1.3296,7.174927113702624,0.820435762584523
0.923828125,2.015089163237312,1.0496,8.03206997084548,0.8931630353117956
0.611328125,1.570644718792867,1.2496,8.889212827988338,0.9658903080390684
0.861328125,2.9039780521262,1.4496,9.746355685131196,1.0386175807663411
0.736328125,1.8669410150891632,1.1696,7.664723032069971,1.111344853493614
0.986328125,1.4224965706447188,1.3696000000000002,8.521865889212828,1.1840721262208866
0.509765625,2.755829903978052,1.0896,9.379008746355684,0.8601051840721262
0.759765625,2.311385459533608,1.2896,7.297376093294461,0.932832456799399
0.634765625,1.010973936899863,1.4896,8.154518950437318,1.0055597295266716
0.884765625,2.344307270233196,1.1136,9.011661807580175,1.0782870022539444
0.572265625,1.899862825788752,1.3136,9.868804664723031,1.1510142749812171
0.822265625,1.4554183813443071,1.0336,7.787172011661807,0.8270473328324568
0.697265625,2.78875171467764,1.2336,8.644314868804665,0.8997746055597295
0.947265625,1.7517146776406034,1.4336,9.50145772594752,0.9725018782870024
0.541015625,1.3072702331961592,1.1536,7.419825072886297,1.0452291510142748
0.791015625,2.640603566529492,1.3536,8.276967930029155,1.1179564237415476
0.666015625,2.196159122085048,1.0736,9.134110787172013,1.1906836964688203
0.916015625,1.1591220850480108,1.2736,9.991253644314869,0.8667167543200601
0.603515625,2.4924554183813443,1.4736,7.429820907955019,0.9394440270473328
0.853515625,2.0480109739369,1.1936,8.286963765097877,1.0121712997746055
0.728515625,1.6035665294924557,1.3936000000000002,9.144106622240733,1.0848985725018785
0.978515625,2.9368998628257885,1.0176,7.062473969179509,1.157625845229151
0.525390625,1.702331961591221,1.2176,7.919616826322366,0.8336589030803907
0.775390625,1.2578875171467765,1.4176,8.776759683465222,0.9063861758076636
0.650390625,2.5912208504801093,1.1376,9.63390254060808,0.9791134485349362
0.900390625,2.1467764060356656,1.3376,7.552269887546855,1.0518407212622087
0.587890625,1.1097393689986284,1.0576,8.409412744689712,1.1245679939894817
0.837890625,2.4430727023319614,1.2576,9.26655560183257,1.1972952667167542
0.712890625,1.9986282578875167,1.4576,7.184922948771345,0.8372652141247183
0.962890625,1.5541838134430723,1.1776,8.042065805914202,0.909992486851991
0.556640625,2.887517146776406,1.3776000000000002,8.89920866305706,0.9827197595792636
0.806640625,1.8504801097393688,1.0976,9.756351520199916,1.0554470323065364
0.681640625,1.4060356652949246,1.2976,7.674718867138692,1.128174305033809
0.931640625,2.739368998628257,1.4976,8.53186172428155,0.8042073628850489
0.619140625,2.294924554183813,1.1024,9.389004581424404,0.8769346356123215
0.869140625,1.0603566529492456,1.3024,7.307371928363182,0.9496619083395944
0.744140625,2.3936899862825785,1.0224,8.16451478550604,1.022389181066867
0.994140625,1.9492455418381345,1.2224,9.021657642648895,1.0951164537941398
0.505859375,1.50480109739369,1.4224,9.878800499791751,1.1678437265214126
0.755859375,2.838134430727023,1.1424,7.797167846730529,0.8438767843726522
0.630859375,1.8010973936899863,1.3424,8.654310703873385,0.9166040570999248
0.880859375,1.356652949245542,1.0624,9.511453561016245,0.9893313298271976
0.568359375,2.6899862825788747,1.2624,7.009995835068722,1.0620586025544705
0.818359375,2.2455418381344305,1.4624,7.867138692211578,1.134785875281743
0.693359375,1.2085048010973938,1.1824,8.724281549354435,0.8108189331329828
0.943359375,2.541838134430727,1.3824,9.581424406497293,0.8835462058602555
0.537109375,2.0973936899862826,1.0064,7.499791753436068,0.9562734785875282
0.787109375,1.652949245541838,1.2064,8.356934610578925,1.029000751314801
0.662109375,2.986282578875171,1.4064,9.214077467721784,1.1017280240420737
0.912109375,1.6858710562414267,1.1264,7.132444814660558,1.1744552967693465
0.599609375,1.241426611796982,1.3264,7.989587671803415,0.850488354620586
0.849609375,2.574759945130315,1.0464,8.846730528946273,0.9232156273478588
0.724609375,2.130315500685871,1.2464,9.703873386089128,0.9959429000751314
0.974609375,1.093278463648834,1.4464,7.622240733027905,1.0686701728024042
0.521484375,2.4266117969821672,1.1664,8.479383590170762,1.141397445529677
0.771484375,1.982167352537723,1.3664,9.33652644731362,0.8174305033809166
0.646484375,1.5377229080932784,1.0864,7.254893794252395,0.8901577761081894
0.896484375,2.8710562414266114,1.2864,8.112036651395252,0.962885048835462
0.583984375,1.8340192043895749,1.4864000000000002,8.969179508538108,1.0356123215627349
0.833984375,1.3895747599451302,1.1104,9.826322365680966,1.1083395942900074
0.708984375,2.7229080932784635,1.3104,7.744689712619742,1.18106686701728
0.958984375,2.278463648834019,1.0304,8.6018325697626,0.8570999248685199
0.552734375,1.0438957475994513,1.2304,9.458975426905456,0.9298271975957926
0.802734375,2.3772290809327843,1.4304,7.377342773844232,1.002554470323065
0.677734375,1.93278463648834,1.1504,8.234485630987088,1.075281743050338
0.927734375,1.4883401920438957,1.3504,9.091628488129944,1.1480090157776108
0.615234375,2.821673525377229,1.0704,9.948771345272805,0.8240420736288505
0.865234375,1.7846364883401922,1.2704,7.447313619325281,0.8967693463561233
0.740234375,1.3401920438957475,1.4704000000000002,8.304456476468138,0.969496619083396
0.990234375,2.673525377229081,1.1904,9.161599333610996,1.0422238918106688
0.513671875,2.2290809327846364,1.3904,7.079966680549771,1.1149511645379415
0.763671875,1.1920438957475994,1.0144,7.937109537692628,1.1876784372652145
0.638671875,2.5253772290809327,1.2144,8.794252394835485,0.8637114951164538
0.888671875,2.080932784636488,1.4144,9.651395251978345,0.9364387678437264
0.576171875,1.6364883401920438,1.1344,7.569762598917118,1.0091660405709992
0.826171875,2.969821673525377,1.3344,8.426905456059975,1.081893313298272
0.701171875,1.7352537722908092,1.0544,9.284048313202833,1.1546205860255447
0.951171875,1.2908093278463648,1.2544,7.202415660141607,0.8306536438767844
0.544921875,2.6241426611796976,1.4544,8.059558517284465,0.9033809166040572
0.794921875,2.179698216735254,1.1744,8.916701374427323,0.9761081893313298
0.669921875,1.142661179698217,1.3744,9.77384423157018,1.0488354620586025
0.919921875,2.4759945130315497,1.0944,7.692211578508955,1.1215627347858752
0.607421875,2.031550068587105,1.2944,8.54935443565181,1.194290007513148
0.857421875,1.587105624142661,1.4944000000000002,9.406497292794668,0.8703230653643877
0.732421875,2.9204389574759944,1.1184,7.324864639733445,0.9430503380916604
